order_id,order_time,product_id,store_id,qty,selling_price_aed,discount_pct,payment_status,return_flag
3216,2025-09-25 08:36:57,30,8,0,36.58,20.0,Refunded,1
3217,2025-09-25 08:37:00,101,13,3,413.77,20.0,Refunded,1
3218,2025-09-25 08:40:51,117,14,2,372.6,20.0,Failed,0
3219,2025-09-25 08:42:50,68,10,4,641.66,15.0,Refunded,0
3220,2025-09-25 08:45:58,40,2,0,293.19,0.0,Failed,0
3221,2025-09-25 08:47:38,77,14,3,124.47,0.0,Refunded,0
3222,2025-09-25 09:03:48,256,15,3,494.6,0.0,Failed,0
3223,2025-09-25 09:20:31,221,4,2,61.62,20.0,Paid,0
3224,2025-09-25 09:26:13,107,9,1,446.29,15.0,Refunded,0
3225,2025-09-25 09:31:59,20,12,2,440.43,20.0,Refunded,0
3226,2025-09-25 09:32:19,24,6,1,243.44,5.0,Refunded,0
3227,2025-09-25 09:37:02,300,17,2,137.62,15.0,Paid,0
3228,2025-09-25 09:46:53,48,2,1,557.15,10.0,Refunded,1
3229,2025-09-25 09:59:36,52,7,2,232.51,10.0,Failed,0
3230,2025-09-25 10:03:24,248,13,1,357.5,5.0,Paid,0
3231,2025-09-25 10:05:07,247,10,1,217.67,5.0,Paid,1
3232,2025-09-25 10:07:26,249,5,2,376.87,20.0,Failed,1
3233,2025-09-25 10:09:25,144,11,0,358.93,5.0,Refunded,1
3234,2025-09-25 10:24:05,53,10,5,726.98,0.0,Refunded,1
3235,2025-09-25 10:33:49,28,16,3,409.99,15.0,Refunded,1
3236,2025-09-25 10:40:31,237,6,1,41.9,5.0,Refunded,1
3237,2025-09-25 10:46:58,196,2,3,713.25,10.0,Paid,1
3238,2025-09-25 10:48:01,207,2,2,722.93,5.0,Refunded,1
3239,2025-09-25 10:49:25,181,9,2,253.32,20.0,Failed,1
3240,2025-09-25 10:59:17,270,4,3,365.93,0.0,Refunded,0
3241,2025-09-25 10:59:38,283,9,4,243.92,,Failed,0
3242,2025-09-25 11:01:44,275,10,1,378.94,10.0,Refunded,1
3243,2025-09-25 11:04:07,64,18,1,557.8,15.0,Paid,1
3244,2025-09-25 11:14:15,64,4,3,557.8,15.0,Paid,1
3245,2025-09-25 11:14:22,157,1,2,25.53,15.0,Failed,1
3246,2025-09-25 11:19:07,281,15,3,509.6,10.0,Refunded,0
3247,2025-09-25 11:28:30,292,9,1,339.29,15.0,Failed,1
3248,2025-09-25 11:32:27,261,12,1,431.42,10.0,Paid,0
3249,2025-09-25 11:44:49,117,10,1,372.6,20.0,Refunded,0
3250,2025-09-25 11:53:23,96,8,2,75.19,10.0,Refunded,0
3251,2025-09-25 12:06:27,28,10,1,458.22,,Failed,0
3252,2025-09-25 12:19:41,137,4,2,694.99,0.0,Failed,1
3253,2025-09-25 12:21:44,197,16,2,243.11,20.0,Refunded,1
3254,2025-09-25 12:36:01,181,4,3,253.32,20.0,Refunded,0
3255,2025-09-25 12:38:55,177,5,3,424.3,20.0,Failed,1
3256,2025-09-25 12:41:52,56,17,4,191.12,20.0,Failed,0
3257,2025-09-25 12:42:00,298,5,3,682.54,5.0,Failed,1
3258,2025-09-25 12:43:28,126,15,2,194.09,20.0,Failed,1
3259,2025-09-25 12:45:00,103,13,2,415.72,15.0,Paid,1
3260,2025-09-25 13:00:22,107,9,1,472.54,10.0,Failed,1
3261,2025-09-25 13:02:43,131,1,1,471.07,5.0,Failed,1
3262,2025-09-25 13:03:28,161,6,2,421.7,5.0,Refunded,1
3263,2025-09-25 13:09:30,19,10,2,213.04,15.0,Refunded,1
3264,2025-09-25 13:30:48,237,12,1,35.28,20.0,Refunded,1
3265,2025-09-25 13:31:01,75,9,1,48.14,5.0,Refunded,0
3266,2025-09-25 13:33:40,236,14,1,17.64,10.0,Paid,0
3267,2025-09-25 13:37:39,229,16,4,18.02,5.0,Refunded,1
3268,2025-09-25 13:38:15,47,5,2,519.37,15.0,Paid,0
3269,2025-09-25 13:45:52,4,10,3,50.3,10.0,Refunded,0
3270,2025-09-25 14:00:37,137,14,3,555.99,20.0,Refunded,0
3271,2025-09-25 14:00:44,96,13,3,83.55,0.0,Failed,0
3272,2025-09-25 14:02:16,145,16,3,200.91,15.0,Refunded,1
3273,2025-09-25 14:04:29,115,8,1,714.72,,Refunded,0
3274,2025-09-25 14:20:07,73,4,0,188.02,20.0,Paid,1
3275,2025-09-25 14:21:10,150,7,3,476.98,5.0,Failed,0
3276,2025-09-25 14:40:08,232,4,1,539.44,10.0,Paid,0
3277,2025-09-25 14:42:48,184,18,1,692.41,10.0,Failed,1
3278,2025-09-25 14:51:00,17,15,2,58.32,5.0,Paid,1
3279,2025-09-25 14:51:24,63,12,2,161.56,15.0,Refunded,1
3280,2025-09-25 14:59:34,278,10,4,562.05,20.0,Failed,1
3281,2025-09-25 15:00:56,82,7,3,408.39,20.0,Refunded,1
3282,not_a_time,249,15,1,376.87,20.0,Paid,0
3283,2025-09-25 15:03:53,262,10,1,659.8,15.0,Paid,1
3284,2025-09-25 15:05:35,289,14,1,119.88,5.0,Paid,0
3285,2025-09-25 15:09:54,5,6,1,460.64,5.0,Failed,0
3286,2025-09-25 15:18:15,284,18,1,319.87,0.0,Failed,1
3287,2025-09-25 15:22:03,189,17,4,575.83,15.0,Failed,1
3288,2025-09-25 15:31:57,145,18,4,212.73,10.0,Paid,0
3289,2025-09-25 15:40:48,168,9,2,44.02,5.0,Paid,1
3290,2025-09-25 15:43:50,119,10,1,197.04,15.0,Paid,0
3291,2025-09-25 15:44:24,98,4,4,236.16,15.0,Failed,0
3292,2025-09-25 15:44:26,52,16,3,245.42,5.0,Paid,0
3293,2025-09-25 15:45:04,177,16,2,503.85,5.0,Refunded,1
3294,2025-09-25 15:45:10,57,10,2,632.79,15.0,Paid,1
3295,2025-09-25 15:46:48,297,5,2,122.95,20.0,Refunded,1
3296,2025-09-25 15:49:33,21,18,1,85.13,20.0,Paid,0
3297,not_a_time,76,15,1,582.02,20.0,Refunded,1
3298,2025-09-25 15:57:55,175,12,4,244.75,20.0,Refunded,0
3299,2025-09-25 15:59:06,165,2,4,324.41,5.0,Refunded,0
3300,2025-09-25 16:00:48,108,8,1,515.36,10.0,Refunded,1
3301,2025-09-25 16:01:44,175,5,2,260.05,15.0,Failed,1
3302,2025-09-25 16:04:27,267,7,3,797.34,0.0,Paid,0
3303,2025-09-25 16:20:04,283,10,0,229.57,20.0,Refunded,0
3304,2025-09-25 16:24:53,13,15,0,370.3,0.0,Refunded,1
3305,2025-09-25 16:25:07,222,4,3,275.1,10.0,Refunded,1
3306,2025-09-25 16:25:35,159,12,3,266.46,20.0,Refunded,1
3307,2025-09-25 16:37:24,255,3,1,684.31,10.0,Refunded,1
3308,2025-09-25 16:39:35,276,5,1,357.79,15.0,Failed,1
3309,2025-09-25 16:42:53,64,4,2,656.23,0.0,Failed,1
3310,2025-09-25 16:47:31,75,3,4,45.6,10.0,Paid,1
3311,2025-09-25 16:49:52,288,2,0,691.27,0.0,Failed,1
3312,2025-09-25 16:50:53,183,12,4,603.01,20.0,Failed,1
3313,2025-09-25 16:53:32,190,7,2,522.74,20.0,Paid,0
3314,2025-09-25 17:09:29,138,10,4,331.17,20.0,Refunded,1
3315,2025-09-25 17:11:14,121,6,5,752.96,0.0,Failed,1
3316,2025-09-25 17:14:04,129,13,0,674.6,10.0,Paid,1
3317,2025-09-25 17:16:50,89,18,3,472.46,15.0,Failed,1
3318,2025-09-25 17:18:43,250,12,1,740.78,5.0,Refunded,1
3319,2025-09-25 17:20:37,31,18,3,285.35,10.0,Refunded,1
3320,2025-09-25 17:20:53,80,11,1,187.84,5.0,Refunded,0
3321,2025-09-25 17:21:14,131,17,2,495.86,0.0,Failed,1
3322,2025-09-25 17:24:08,98,8,2,263.94,5.0,Paid,1
3323,2025-09-25 17:31:25,122,6,1,622.83,15.0,Failed,0
3324,2025-09-25 17:39:45,86,4,2,518.02,5.0,Refunded,0
3325,2025-09-25 17:41:20,21,8,2,85.13,20.0,Refunded,0
3326,2025-09-25 17:52:35,138,5,2,393.26,5.0,Paid,0
3327,2025-09-25 17:54:55,278,13,1,632.3,10.0,Paid,0
3328,2025-09-25 17:57:54,27,2,0,752.2,0.0,Refunded,1
3329,2025-09-25 18:09:39,48,5,7,588.11,5.0,Refunded,0
3330,2025-09-25 18:18:18,53,9,1,726.98,0.0,Failed,1
3331,2025-09-25 18:21:08,140,18,5,564.55,0.0,Paid,0
3332,2025-09-25 18:22:00,244,16,2,36.72,20.0,Refunded,0
3333,2025-09-25 18:26:09,225,13,2,276.53,10.0,Refunded,1
3334,2025-09-25 18:38:25,106,3,4,354.8,20.0,Paid,1
3335,2025-09-25 18:52:23,218,7,0,68.8,10.0,Paid,0
3336,2025-09-25 18:55:35,228,12,1,92.96,5.0,Failed,0
3337,2025-09-25 18:55:51,154,15,1,355.2,15.0,Refunded,0
3338,2025-09-25 18:57:34,17,10,2,55.25,10.0,Paid,1
3339,2025-09-25 18:57:41,146,13,0,32.4,5.0,Paid,0
3340,2025-09-25 19:00:29,210,6,0,460.1,15.0,Failed,0
3341,2025-09-25 19:02:40,91,8,3,237.52,15.0,Paid,1
3342,2025-09-25 19:19:02,191,17,2,82.68,20.0,Paid,1
3343,2025-09-25 19:24:20,66,8,3,339.75,0.0,Refunded,1
3344,2025-09-25 19:27:29,215,3,5,258.5,10.0,Refunded,0
3345,2025-09-25 19:30:19,270,17,2,347.63,5.0,Refunded,1
3346,2025-09-25 19:34:19,191,5,2,82.68,20.0,Refunded,1
3347,2025-09-25 19:37:34,120,11,3,415.94,,Failed,0
3348,2025-09-25 19:38:46,28,10,3,482.34,0.0,Paid,1
3349,2025-09-25 19:45:42,145,6,1,236.37,0.0,Failed,0
3350,2025-09-25 19:46:58,268,17,0,494.0,20.0,Refunded,1
3351,2025-09-25 19:48:34,100,4,0,710.8,0.0,Paid,1
3352,2025-09-25 19:50:06,52,12,2,245.42,5.0,Paid,0
3353,2025-09-25 19:55:25,95,3,3,364.16,15.0,Failed,0
3354,not_a_time,164,12,2,358.35,20.0,Refunded,0
3355,2025-09-25 20:00:51,256,11,3,494.6,0.0,Failed,0
3356,2025-09-25 20:03:48,294,3,4,62.94,10.0,Paid,0
3357,2025-09-25 20:17:08,23,16,1,203.72,5.0,Failed,0
3358,2025-09-25 20:17:32,165,16,2,307.33,10.0,Refunded,1
3359,2025-09-25 20:18:28,211,1,2,603.58,5.0,Refunded,0
3360,2025-09-25 20:19:53,199,18,1,653.74,5.0,Failed,0
3361,2025-09-25 20:21:51,224,12,3,749.49,5.0,Refunded,0
3362,2025-09-25 20:29:30,40,1,3,263.87,10.0,Refunded,0
3363,2025-09-25 20:34:45,10,13,1,280.99,20.0,Refunded,1
3364,2025-09-25 20:39:10,277,16,2,379.11,15.0,Failed,1
3365,2025-09-25 20:43:42,2,2,2,529.45,10.0,Refunded,0
3366,2025-09-25 20:44:22,288,4,2,553.02,20.0,Paid,0
3367,2025-09-25 20:51:09,288,17,2,691.27,0.0,Refunded,1
3368,2025-09-25 20:52:57,202,16,0,347.78,15.0,Failed,1
3369,2025-09-25 20:57:05,17,6,1,61.39,0.0,Refunded,0
3370,2025-09-25 20:57:33,283,13,0,258.26,10.0,Paid,0
3371,2025-09-25 20:58:29,223,15,2,652.11,0.0,Paid,1
3372,2025-09-25 21:04:58,183,8,2,716.07,5.0,Paid,1
3373,2025-09-25 21:08:50,141,4,0,570.48,20.0,Failed,0
3374,2025-09-25 21:11:36,13,15,4,296.24,20.0,Failed,0
3375,2025-09-25 21:34:14,45,14,2,568.72,20.0,Paid,0
3376,2025-09-25 21:37:09,130,7,2,460.35,0.0,Paid,1
3377,2025-09-25 21:41:22,162,10,1,531.56,0.0,Refunded,0
3378,2025-09-25 21:57:16,140,18,3,564.55,0.0,Refunded,1
3379,2025-09-25 21:57:27,155,14,3,574.38,10.0,Paid,0
3380,2025-09-25 22:07:44,68,3,3,717.16,5.0,Refunded,1
3381,2025-09-25 22:18:41,263,13,1,571.44,15.0,Refunded,0
3382,2025-09-25 22:32:10,123,16,1,22.21,0.0,Failed,0
3383,2025-09-25 22:38:14,79,15,5,459.84,15.0,Paid,0
3384,2025-09-25 22:54:17,260,9,1,750.45,5.0,Failed,0
3385,2025-09-25 22:56:02,165,8,4,273.18,20.0,Paid,1
3386,2025-09-25 23:06:28,14,3,1,150.97,10.0,Failed,1
3387,2025-09-25 23:09:31,291,9,4,335.45,10.0,Failed,1
3388,2025-09-25 23:09:53,49,8,3,338.37,20.0,Refunded,0
3389,2025-09-25 23:10:23,6,15,2,23.63,10.0,Failed,1
3390,2025-09-25 23:11:07,140,12,3,479.87,15.0,Refunded,1
3391,2025-09-25 23:11:55,59,14,3,644.9,0.0,Failed,0
3392,2025-09-25 23:12:21,263,17,2,571.44,15.0,Refunded,0
3393,2025-09-25 23:37:03,18,11,0,656.92,15.0,Refunded,1
3394,2025-09-25 23:43:14,52,3,2,206.67,20.0,Failed,0
3395,2025-09-25 23:45:26,252,4,2,203.62,20.0,Refunded,0
3396,2025-09-25 23:46:01,237,5,2,35.28,20.0,Paid,1
3397,2025-09-25 23:56:40,246,4,0,351.47,5.0,Paid,0
3398,2025-09-26 00:06:34,284,17,0,287.88,10.0,Paid,1
3399,2025-09-26 00:13:13,141,4,0,606.14,15.0,Paid,0
3400,2025-09-26 00:16:37,77,11,2,112.02,10.0,Refunded,0
3401,2025-09-26 00:23:46,211,8,0,603.58,5.0,Refunded,0
3402,2025-09-26 00:28:55,129,11,0,712.08,5.0,Refunded,1
3403,2025-09-26 00:34:41,298,5,1,646.61,10.0,Refunded,1
3404,2025-09-26 00:50:21,66,7,0,271.8,20.0,Failed,0
3405,2025-09-26 00:58:18,98,7,2,236.16,15.0,Failed,0
3406,2025-09-26 01:02:43,241,3,5,456.5,10.0,Refunded,1
3407,2025-09-26 01:08:46,14,16,1,159.35,5.0,Refunded,1
3408,2025-09-26 01:09:04,95,14,2,407.0,5.0,Failed,0
3409,2025-09-26 01:11:52,157,8,0,27.03,10.0,Failed,1
3410,2025-09-26 01:28:31,265,14,4,49.09,10.0,Failed,0
3411,2025-09-26 01:29:39,250,13,2,662.8,15.0,Failed,1
3412,2025-09-26 01:39:25,223,2,2,619.5,,Refunded,0
3413,2025-09-26 01:51:03,136,7,3,519.52,20.0,Paid,1
3414,2025-09-26 01:55:27,273,5,3,423.57,15.0,Refunded,0
3415,2025-09-26 02:18:15,76,6,1,691.15,5.0,Refunded,0
3416,2025-09-26 02:33:40,279,6,1,104.28,10.0,Paid,0
3417,2025-09-26 02:51:48,81,14,3,255.47,15.0,Refunded,1
3418,2025-09-26 02:55:24,109,16,3,240.36,10.0,Failed,1
3419,2025-09-26 03:05:20,212,10,4,69.74,15.0,Refunded,1
3420,2025-09-26 03:07:19,136,11,2,649.4,0.0,Failed,0
3421,not_a_time,272,9,2,152.5,20.0,Failed,1
3422,2025-09-26 03:15:34,121,7,2,677.66,10.0,Paid,1
3423,2025-09-26 03:27:12,99,13,2,583.5,0.0,Failed,0
3424,2025-09-26 03:27:23,185,17,0,164.67,0.0,Failed,0
3425,2025-09-26 03:33:17,63,18,1,171.06,10.0,Paid,0
3426,2025-09-26 03:37:47,43,5,3,230.11,10.0,Paid,0
3427,2025-09-26 03:43:44,46,10,2,88.81,15.0,Failed,1
3428,2025-09-26 03:43:44,264,6,1,287.05,15.0,Paid,1
3429,2025-09-26 03:44:35,143,8,7,420.16,10.0,Failed,1
3430,2025-09-26 04:04:47,250,11,2,779.77,0.0,Paid,0
3431,2025-09-26 04:08:26,134,8,3,504.58,10.0,Failed,0
3432,2025-09-26 04:16:11,228,8,4,97.85,0.0,Paid,0
3433,2025-09-26 04:18:48,15,5,4,478.01,0.0,Paid,0
3434,2025-09-26 04:21:58,236,2,1,18.62,5.0,Paid,0
3435,2025-09-26 04:35:43,21,16,3,106.41,0.0,Failed,1
3436,2025-09-26 04:36:00,67,9,1,94.22,10.0,Paid,0
3437,2025-09-26 04:36:56,188,8,0,62.93,5.0,Paid,0
3438,2025-09-26 04:36:56,136,6,2,551.99,15.0,Failed,0
3439,2025-09-26 04:40:09,234,13,2,212.14,10.0,Refunded,1
3440,2025-09-26 04:47:16,74,3,4,393.25,20.0,Failed,1
3441,2025-09-26 04:51:12,2,2,3,500.04,15.0,Refunded,1
3442,2025-09-26 04:52:05,47,14,5,611.02,0.0,Refunded,0
3443,2025-09-26 05:15:50,210,7,1,541.29,0.0,Refunded,0
3444,2025-09-26 05:17:26,275,14,3,421.04,0.0,Paid,1
3445,2025-09-26 05:20:17,171,4,1,318.7,20.0,Failed,1
3446,2025-09-26 05:27:01,201,15,3,91.47,0.0,Paid,1
3447,2025-09-26 05:38:06,1,9,0,290.6,,Failed,0
3448,2025-09-26 05:42:47,129,15,2,674.6,10.0,Failed,1
3449,2025-09-26 05:49:56,164,1,2,425.54,5.0,Refunded,0
3450,2025-09-26 05:55:14,72,14,2,322.26,20.0,Refunded,0
3451,2025-09-26 05:56:50,200,15,1,542.87,10.0,Refunded,0
3452,2025-09-26 06:02:37,256,11,2,494.6,0.0,Refunded,0
3453,2025-09-26 06:30:23,17,6,1,49.11,20.0,Paid,1
3454,2025-09-26 06:32:14,126,6,1,230.48,5.0,Refunded,0
3455,2025-09-26 06:50:08,21,8,4,101.09,5.0,Failed,0
3456,2025-09-26 06:50:16,154,2,2,417.88,0.0,Refunded,0
3457,2025-09-26 06:55:12,26,17,4,620.78,20.0,Paid,1
3458,2025-09-26 06:55:22,70,4,3,297.27,0.0,Failed,1
3459,2025-09-26 07:04:20,293,3,2,510.39,0.0,Failed,0
3460,2025-09-26 07:20:24,131,12,1,495.86,0.0,Refunded,1
3461,2025-09-26 07:29:10,174,7,2,460.55,10.0,Paid,0
3462,2025-09-26 07:33:49,99,4,1,554.32,5.0,Failed,0
3463,2025-09-26 07:34:42,210,1,0,460.1,15.0,Paid,1
3464,2025-09-26 07:36:53,71,4,1,770.33,0.0,Failed,1
3465,2025-09-26 07:37:27,160,13,1,133.59,0.0,Refunded,0
3466,2025-09-26 07:39:56,131,10,1,495.86,0.0,Refunded,1
3467,2025-09-26 07:42:32,295,9,0,100.04,10.0,Failed,0
3468,2025-09-26 07:48:36,121,13,4,677.66,10.0,Paid,0
3469,2025-09-26 07:51:47,230,15,6,54.48,0.0,Failed,1
3470,2025-09-26 07:53:50,242,11,1,350.64,5.0,Failed,0
3471,2025-09-26 08:01:53,153,9,2,466.89,20.0,Failed,0
3472,2025-09-26 08:07:32,128,9,3,136.71,5.0,Refunded,0
3473,2025-09-26 08:12:14,185,5,0,156.44,5.0,Failed,0
3474,2025-09-26 08:14:14,60,11,3,643.61,10.0,Paid,1
3475,2025-09-26 08:26:19,20,7,1,523.01,5.0,Paid,0
3476,2025-09-26 08:38:16,293,18,1,510.39,0.0,Paid,0
3477,2025-09-26 08:38:37,118,4,3,131.39,20.0,Failed,1
3478,2025-09-26 08:41:55,162,16,0,531.56,0.0,Paid,1
3479,2025-09-26 08:44:32,104,16,4,85.65,5.0,Refunded,0
3480,2025-09-26 08:46:53,236,7,6,18.62,5.0,Paid,0
3481,2025-09-26 08:56:51,163,13,1,726.12,5.0,Failed,0
3482,2025-09-26 08:58:06,157,18,1,30.03,0.0,Failed,0
3483,2025-09-26 09:04:52,205,6,0,580.2,20.0,Refunded,1
3484,2025-09-26 09:11:05,210,6,3,433.03,20.0,Failed,0
3485,2025-09-26 09:12:26,90,16,4,600.02,20.0,Paid,0
3486,2025-09-26 09:31:46,23,1,3,182.27,,Paid,1
3487,2025-09-26 09:32:29,120,13,1,493.92,5.0,Failed,1
3488,2025-09-26 09:35:03,225,13,2,261.16,15.0,Failed,1
3489,not_a_time,217,3,4,448.55,10.0,Refunded,0
3490,2025-09-26 09:44:14,97,2,2,613.13,15.0,Refunded,0
3491,2025-09-26 09:45:37,17,17,2,52.18,15.0,Refunded,1
3492,2025-09-26 09:56:22,203,4,1,223.41,15.0,Refunded,1
3493,2025-09-26 09:56:51,289,7,2,119.88,5.0,Refunded,0
3494,2025-09-26 09:59:03,109,15,2,267.07,0.0,Paid,1
3495,2025-09-26 10:13:01,214,11,1,340.87,5.0,Refunded,1
3496,2025-09-26 10:16:56,13,15,2,351.78,5.0,Failed,1
3497,2025-09-26 10:18:53,223,17,1,554.29,15.0,Refunded,1
3498,2025-09-26 10:18:54,24,10,3,230.62,10.0,Failed,1
3499,2025-09-26 10:22:13,51,2,0,34.83,0.0,Refunded,1
3500,2025-09-26 10:24:47,64,2,3,656.23,0.0,Refunded,1
3501,2025-09-26 10:24:55,223,14,3,521.69,20.0,Failed,1
3502,2025-09-26 10:31:49,59,8,5,612.66,5.0,Paid,1
3503,2025-09-26 10:45:27,290,17,4,319.02,20.0,Refunded,1
3504,2025-09-26 10:52:29,27,7,0,714.59,5.0,Failed,1
3505,2025-09-26 10:58:57,238,9,2,384.19,10.0,Refunded,1
3506,2025-09-26 11:02:33,46,13,4,94.03,10.0,Refunded,1
3507,2025-09-26 11:08:51,214,11,1,287.05,20.0,Failed,1
3508,2025-09-26 11:09:55,74,12,1,491.56,0.0,Paid,1
3509,2025-09-26 11:12:11,297,8,1,146.01,5.0,Refunded,0
3510,2025-09-26 11:16:47,145,2,2,236.37,0.0,Failed,0
3511,2025-09-26 11:30:45,77,2,2,105.8,15.0,Refunded,0
3512,2025-09-26 11:41:52,228,3,0,97.85,0.0,Failed,1
3513,2025-09-26 11:43:54,9,4,3,212.8,15.0,Refunded,0
3514,2025-09-26 11:48:38,279,3,2,104.28,10.0,Paid,0
3515,2025-09-26 11:51:45,7,9,1,567.49,15.0,Failed,0
3516,2025-09-26 11:52:57,166,12,3,232.98,20.0,Refunded,0
3517,2025-09-26 11:56:57,238,4,2,341.5,20.0,Refunded,0
3518,2025-09-26 11:58:16,263,16,1,605.05,10.0,Refunded,0
3519,2025-09-26 11:58:37,74,6,1,442.4,10.0,Paid,1
3520,2025-09-26 11:58:53,226,9,0,592.75,5.0,Refunded,1
3521,2025-09-26 12:09:06,287,15,1,290.94,10.0,Failed,1
3522,2025-09-26 12:13:26,150,10,1,426.77,15.0,Failed,1
3523,2025-09-26 12:14:45,7,1,4,534.1,20.0,Failed,0
3524,2025-09-26 12:18:32,258,10,2,36.58,20.0,Failed,0
3525,2025-09-26 12:21:32,171,9,1,378.46,5.0,Refunded,0
3526,2025-09-26 12:22:56,225,8,1,307.25,0.0,Refunded,1
3527,2025-09-26 12:33:36,211,3,2,603.58,5.0,Failed,1
3528,2025-09-26 12:42:47,183,4,0,753.76,0.0,Paid,0
3529,2025-09-26 12:52:35,167,10,2,17.1,20.0,Refunded,1
3530,2025-09-26 12:57:07,246,1,2,369.97,0.0,Failed,1
3531,2025-09-26 12:58:04,146,8,1,34.1,0.0,Failed,0
3532,2025-09-26 13:04:12,261,4,3,455.39,5.0,Failed,1
3533,2025-09-26 13:20:16,235,10,2,149.31,20.0,Failed,0
3534,2025-09-26 13:25:25,277,2,0,379.11,15.0,Paid,0
3535,2025-09-26 13:33:04,135,13,2,264.6,10.0,Refunded,1
3536,2025-09-26 13:33:12,270,18,2,329.34,10.0,Paid,1
3537,2025-09-26 13:36:46,89,11,2,472.46,15.0,Refunded,1
3538,2025-09-26 13:39:08,19,15,2,200.51,20.0,Refunded,1
3539,2025-09-26 13:42:09,229,12,2,18.97,0.0,Failed,0
3540,2025-09-26 13:54:18,123,2,4,21.1,5.0,Paid,1
3541,2025-09-26 14:03:39,289,3,4,126.19,0.0,Paid,0
3542,2025-09-26 14:28:18,246,3,4,314.47,15.0,Paid,1
3543,2025-09-26 14:31:47,97,13,0,721.33,0.0,Refunded,0
3544,2025-09-26 14:42:06,225,4,3,276.53,10.0,Failed,1
3545,2025-09-26 14:59:09,27,17,3,601.76,20.0,Failed,1
3546,2025-09-26 15:02:49,80,14,1,197.73,0.0,Refunded,1
3547,2025-09-26 15:06:50,104,5,3,90.16,0.0,Paid,1
3548,2025-09-26 15:17:48,215,16,1,229.78,20.0,Refunded,0
3549,2025-09-26 15:24:50,168,14,2,46.34,0.0,Paid,1
3550,2025-09-26 15:30:15,114,6,2,739.75,5.0,Refunded,0
3551,2025-09-26 15:35:36,97,14,1,721.33,0.0,Failed,1
3552,2025-09-26 15:39:23,108,3,3,458.1,20.0,Refunded,1
3553,2025-09-26 15:43:16,239,14,6,61.47,10.0,Paid,0
3554,2025-09-26 15:44:06,162,11,3,451.83,15.0,Refunded,0
3555,2025-09-26 15:48:17,145,16,0,200.91,15.0,Failed,0
3556,2025-09-26 16:05:11,239,17,2,64.88,5.0,Paid,0
3557,2025-09-26 16:06:05,223,9,1,554.29,15.0,Refunded,1
3558,2025-09-26 16:11:57,39,2,1,619.3,0.0,Failed,0
3559,2025-09-26 16:22:13,133,18,2,632.81,10.0,Paid,1
3560,2025-09-26 16:25:52,61,17,3,550.7,15.0,Failed,0
3561,2025-09-26 16:26:32,5,10,3,412.15,,Paid,0
3562,2025-09-26 16:49:29,89,4,0,528.05,5.0,Refunded,0
3563,2025-09-26 16:57:03,144,15,1,358.93,5.0,Failed,0
3564,2025-09-26 17:02:31,127,13,1,580.04,15.0,Refunded,0
3565,2025-09-26 17:10:50,91,11,1,237.52,15.0,Failed,0
3566,2025-09-26 17:14:27,260,3,0,671.46,15.0,Paid,0
3567,2025-09-26 17:15:21,29,18,4,63.93,,Failed,0
3568,2025-09-26 17:16:26,227,4,0,327.88,5.0,Failed,1
3569,2025-09-26 17:21:58,91,17,3,251.5,10.0,Paid,0
3570,2025-09-26 17:24:32,282,13,3,117.73,0.0,Refunded,1
3571,2025-09-26 17:40:08,265,8,2,54.54,0.0,Failed,1
3572,2025-09-26 17:42:24,103,18,1,464.63,5.0,Paid,1
3573,2025-09-26 17:53:11,134,14,5,448.51,20.0,Refunded,1
3574,2025-09-26 18:01:42,11,1,2,444.02,10.0,Failed,0
3575,2025-09-26 18:08:52,200,15,2,512.71,,Paid,1
3576,2025-09-26 18:12:25,224,14,0,749.49,5.0,Paid,1
3577,2025-09-26 18:12:26,9,13,4,225.32,10.0,Failed,0
3578,2025-09-26 18:13:21,121,3,50,752.96,0.0,Paid,0
3579,2025-09-26 18:20:26,226,14,2,561.56,10.0,Paid,1
3580,2025-09-26 18:20:35,40,8,1,278.53,5.0,Failed,0
3581,2025-09-26 18:37:31,213,7,1,44.38,20.0,Refunded,0
3582,2025-09-26 18:57:28,176,1,1,366.73,10.0,Failed,1
3583,2025-09-26 19:27:52,33,13,3,231.94,0.0,Paid,1
3584,2025-09-26 19:29:03,177,15,3,503.85,5.0,Refunded,0
3585,2025-09-26 19:29:57,172,17,3,139.49,5.0,Failed,0
3586,2025-09-26 19:31:54,92,15,1,666.46,10.0,Failed,1
3587,2025-09-26 19:32:26,184,8,3,692.41,10.0,Refunded,0
3588,2025-09-26 19:36:13,293,4,0,459.35,10.0,Refunded,1
3589,2025-09-26 19:38:48,73,4,3,211.52,10.0,Failed,0
3590,2025-09-26 19:53:50,78,1,4,788.66,0.0,Failed,0
3591,2025-09-26 19:58:01,24,10,1,217.81,15.0,Paid,0
3592,2025-09-26 19:59:27,117,4,1,419.18,10.0,Refunded,0
3593,2025-09-26 20:02:50,67,5,1,88.99,15.0,Refunded,0
3594,2025-09-26 20:08:08,15,13,3,406.31,15.0,Paid,0
3595,2025-09-26 20:09:08,219,17,2,60.73,10.0,Paid,1
3596,2025-09-26 20:21:11,115,4,1,678.98,5.0,Paid,1
3597,2025-09-26 20:23:36,67,10,3,99.46,5.0,Failed,1
3598,2025-09-26 20:24:53,298,16,0,682.54,5.0,Paid,1
3599,2025-09-26 20:28:43,107,6,2,498.8,5.0,Failed,0
3600,2025-09-26 20:29:25,139,13,3,640.65,0.0,Paid,0
